cid,category
3172,"['Holmes, Sherlock (Fictitious character)']"
3147,['Holocaust survivors']
695,"['Holocaust, Jewish (1939-1945)']"
3323,"['Holocaust, Jewish (1939-1945).']"
3967,['Holy Roman Empire']
2832,['Holy Sepulcher']
4215,['Holy Shroud']
4923,['Holy Spirit']
6377,['Holy Week']
3001,['Home Economics']
2714,['Home economics']
2414,['Home economics.']
5047,['Home exchanging']
4513,['Home rule']
5135,['Home schooling']
1543,['Home-based businesses']
728,['Homeless persons']
4921,['Homeless youth']
3528,['Homelessness']
543,['Homeopathy']
2648,['Homework']
1589,['Homicide investigation']
1385,['Homicide']
3600,['Homosexuality']
5422,"['Homosexuality, Male']"
3315,['Homosexuality.']
1624,['Honesty']
2301,['Honey']
5766,['Honeybee.']
2333,['Honeymooners (Television program)']
6334,['Hong Kong (China)']
4505,['Hong Kong']
4036,['Hope']
6121,['Hopi Indians']
5450,['Horned toads']
792,"['Horror fiction, American']"
3170,['Horror films']
2564,['Horror in mass media']
1648,['Horror stories']
990,['Horror stories.']
91,['Horror tales']
3516,"['Horror tales, American History and criticism']"
261,"['Horror tales, American']"
1331,"['Horror tales, American.']"
1159,"['Horror tales, English']"
3348,"['Horror tales, French']"
1561,['Horror tales.']
292,['Horror']
6110,['Horros stories']
4041,['Horse breeds']
4522,['Horse chestnut']
5695,['Horse race betting']
1136,['Horse racing']
2913,['Horse shows']
5538,['Horse trainers']
6085,['Horse-racing']
5740,['Horsemanship for people with disabilities']
4530,['Horsemanship']
21,['Horses']
4415,['Horticulture']
5273,['Hospitality industry']
6403,['Hospitals']
4640,"['Hospitals, psychiatric']"
5148,['Hostage negotiations']
2497,['Hostages']
3729,['Hotel management']
5267,['Hotelkeepers']
1683,['Hotels']
5832,['Hours of labor']
404,['House & Home']
2418,['House Cleaning']
3565,['House buying']
860,['House cleaning']
5127,['House construction.']
2567,['House furnishings.']
4966,['House painters']
1946,['House plants in interior decoration']
2964,['House plants']
6192,['House plants.']
4336,['House selling.']
1606,['Household appliances']
2767,['Household employees']
6106,['Housekeeping']
1164,['Houses']
5457,['Housewives']
1481,['Housing.']
3481,['Hudson River (N.Y. and N.J.)']
5393,['Huesca (Spain : Province)']
2900,['Hugging']
3510,['Hugo Award']
5442,['Human anatomy']
2026,['Human behavior']
2917,['Human beings']
2521,['Human body']
1811,['Human cloning']
1344,['Human ecology']
2758,['Human engineering']
3369,['Human evolution']
962,['Human experimentation in medicine']
1618,['Human experimentation in psychology']
972,['Human figure in art']
3932,['Human gene mapping']
1183,['Human physiology']
859,['Human reproduction']
2583,['Human services']
1170,['Human skeleton']
515,['Human-alien encounters']
4280,['Human-alien encounters.']
6335,['Human-animal communication']
5529,['Humanistic psychology']
5463,['Humans - Central nervous system - Physiology']
3470,['Humanx Commonwealth (Imaginary organization)']
9,['Humor']
1310,"['Humorists, American']"
529,['Humorous fiction']
2608,['Humorous music']
33,['Humorous stories']
4148,"['Humorous stories, American']"
2950,"['Humorous stories, Brazilian']"
3218,"['Humorous stories, Canadian']"
1949,"['Humorous stories, English']"
667,['Humorous stories.']
1459,['Humourous fiction']
1668,['Hungary']
811,['Hunting stories']
3952,['Hunting']
3569,['Hurricanes']
5270,['Husband and wife']
5539,['Hyenas']
4689,"['Hygiene, Sexual']"
2918,['Hyperspace']
4329,['Hypertension']
5732,['Hypnotism']
4140,['Hypothesis']
5748,['IBM PC microcomputer systems - Software packages: Windows']
5484,['IBM Personal Computer']
5595,['IBM microcomputers']
1789,['IBM-compatible computers']
2958,['Icarian Community']
5307,['Ice dancers']
422,['Ice skaters.']
2112,['Ice skating']
1123,['Icebergs']
3750,['Iceland']
6206,"['Icons, Russian']"
2874,['Idaho']
1100,['Identity (Philosophical concept)']
464,['Identity (Psychology)']
3177,['Ideology']
1367,['Iguana (Genus)']
5829,['Ik (African people)']
1493,['Illegal arms transfers']
3446,['Illegitimate children']
3256,['Illinois']
4652,['Imagery (Psychology)']
3604,['Imaginary conversations']
1032,['Imaginary histories']
505,['Imaginary letters']
313,['Imaginary places']
4594,['Imaginary societies']
166,['Imaginary wars and battles']
5587,['Imagination in children']
3056,['Imagination']
3397,['Imagination.']
1849,['Immigrants']
570,['Immortalism']
3943,['Immortality']
3675,['Immunity']
2955,['Impostors and imposture']
4377,['Impresionismo (Arte) - Francia']
1942,['Impressionism (Art)']
4942,['In-line skating']
5822,['Incantations']
4875,['Incarnation']
6216,['Incas']
5118,['Inclusive education']
2589,['Income distribution']
6234,['Income tax deductions']
4258,['Income tax']
469,['India']
307,['Indian captivities']
3347,['Indian children']
1699,['Indian mythology']
5205,['Indian philosophy']
5566,['Indian reservations']
3970,['Indian women']
2268,['Indiana']
6242,['Indianapolis (Ind.)']
1810,['Indians of Mexico']
953,['Indians of North America']
4243,['Indians of North America.']
1487,['Indians of South America']
3668,['Indians']
773,['Indic fiction (English)']
6122,['Individualism']
2341,['Individuality']
3320,['Indochina']
3370,['Indonesia']
6128,['Industrial equipment in interior decoration.']
2305,['Industrial hygiene']
1505,['Industrial management']
4654,['Industrial marketing']
4787,['Industrial relations']
3046,['Industrialists']
28,['Infanticide']
1670,['Infants (Newborn)']
557,['Infants']
265,['Influenza']
6337,['Information resources management']
3412,['Information society']
2946,['Information storage and retrieval systems']
1991,['Information technology']
4400,['Inheritance and succession']
3156,"['Insane, Criminal and dangerous']"
1064,['Insanity (Law)']
6329,['Insanity']
1805,['Insects']
4772,['Insomniacs']
1773,['Inspiration']
5810,['Instant photography']
2394,['Insurance claims']
4615,['Insurance crimes']
6197,['Insurgency']
2995,['Integrity']
4221,['Intellect']
3876,['Intelligence levels']
1095,['Intelligence officers']
236,['Intelligence service']
3104,['Intelligence tests']
5352,['Intercultural communication']
6338,['Interfaith marriage']
6013,['Interior decoraters']
2352,['Interior decoration']
4785,['Interior decoration.']
3277,['International agencies']
5165,['International business enterprises.']
6163,['International cooking']
2857,['International cooking.']
4194,['International intrigue']
3483,['International relations']
1153,['Internet addiction']
1838,['Internet marketing']
2793,['Internet programming']
571,['Internet']
1073,['Interns (Medicine)']
4301,['Interpersonal attraction']
1572,['Interpersonal communication']
5211,['Interpersonal communication.']
6259,['Interpersonal relations in adolescence']
370,['Interpersonal relations']
2641,['Interpersonal relations.']
293,['Interplanetary voyages']
3721,['Interplanetary voyages.']
3596,['Interracial dating']
3235,['Interstellar travel']
5830,['Intertidal organisms']
488,['Interviews']
5939,['Intimacy (Psychology)']
4558,['Introversion.']
4769,['Invective']
1860,['Inventions']
5653,['Inventors']
5220,['Invertebrates']
2973,['Investigations']
4854,['Investigative reporting']
2255,['Investment advisors']
5925,['Investment analysis']
569,['Investment clubs']
125,['Investments']
5877,['Investments.']
2116,['Iowa']
4534,['Irak']
2406,['Iran']
5496,['Iranians']
5826,"['Iraq War, 2003']"
6059,"['Iraq War, 2003-2011']"
472,['Iraq']
6434,"['Iraq-Kuwait Crisis, 1990-']"
3894,"['Iraq-Kuwait Crisis, 1990-1991']"
762,['Ireland']
4770,['Irish Americans']
2740,['Irish fiction']
4149,['Irish language']
2529,['Iron River (Wis.)']
6233,['Iroquois Indians']
5420,['Irrationalism (Philosophy)']
2533,['Irritable colon']
3804,['Irritation']
5718,['Islam and politics']
1667,['Islam']
2347,['Islands of the Pacific']
897,['Islands']
2073,['Israel']
4634,"['Israel-Arab War, 1973']"
110,['Israeli drama']
5743,['Istanbul (Turkey)']
2587,['Italian Americans']
170,['Italian fiction']
915,['Italian language']
3238,['Italians']
1249,['Italy']
5626,['JFK (Motion picture)']
131,['JUVENILE FICTION']
4264,['JUVENILE NONFICTION']
3013,['Jackrabbits']
5278,['Jadeite']
483,['Jamaica']
219,['Japan']
3441,['Japanese Americans']
4246,['Japanese fiction']
4637,['Japanese in the United States']
701,['Japanese language']
3388,['Japanese literature']
5600,['Jason (Greek mythology)']
2678,['Java (Computer program language)']
4175,['Java (Computer program language).']
5152,['Java']
3598,['JavaScript (Computer program language)']
5541,['Jazz musicians']
4716,['Jazz']
97,['Jealousy']
614,['Jerusalem']
1300,['Jesus (Motion picture)']
4193,['Jetsons (Motion picture)']
4435,['Jewelry making']
6061,['Jewelry']
3686,['Jewels']
5599,['Jewish authors']
3221,['Jewish entertainers']
2148,['Jewish fiction']
1270,['Jewish girls']
4685,['Jewish lesbians']
516,['Jewish marriage customs and rites']
6379,['Jewish men']
3324,['Jewish refugees']
2082,['Jewish way of life.']
1063,['Jewish women']
5805,['Jewish-Arab relations']
55,['Jews']
3597,['Jigsaw puzzles']
6050,['Jinn']
5050,['Job descriptions.']
3278,['Job hunting']
3590,['Job hunting.']
3037,['Job satisfaction']
4612,['Jockeys']
4964,['Jogging']
5557,['Jokes']
3363,['Jokes.']
3985,['Joking']
1823,"['Jones, Herbie (Fictitious character)']"
1643,"['Jonestown Mass Suicide, Jonestown, Guyana, 1978']"
1747,['Journalism']
6347,['Journalistes - Déontologie']
3414,['Journalistic ethics']
127,['Journalists']
738,['Joy']
5728,['Judaism']
3338,['Judges']
1682,['Judicial process']
2584,['Juliet (Fictitious character)']
5133,['Jump rope rhymes']
5884,['Jumping']
4662,['Junger Mann - Schuldgefühl - Vater - Flugzeugabsturz - Belletristische Darstellung']
5497,['Jungian psychology']
4300,['Jungle animals']
326,['Junior high school students']
3632,['Junior high schools']
5970,['Jupiter (Planet)']
607,['Jury']
2470,"['Jury, Richard (Fictitious character)']"
4287,['Justice']
12,['Juvenile Fiction']
65,['Juvenile Nonfiction']
4889,"['Juvenile fiction- nasty people, pranks, monkeys']"
2474,['Juvenile homicide']
5151,['Juvenile literature']
959,['Juvenile science fiction']
5049,"['KAFKA, FRANZ, 1883-1924']"
3016,['Kangaroos']
3484,['Kansas City (Mo.)']
1640,['Kapok']
732,['Karate']
3302,['Karate.']
4839,['Karen (Fictitious character : Martin)']
3825,['Karma']
5343,['Karma.']
2049,['Kayak touring']
4862,"['Kayankaya, Kemal (Fictitious character)']"
714,"['Kenobi, Obi-Wan (Fictitious character)']"
4008,"['Kent State Shootings, Kent, Ohio, 1970.']"
1175,['Kentucky']
107,['Kenya']
6330,"['Kerguelen, Rissa (Fictitious character)']"
4371,['Key West (Fla.)']
867,['Kidnapping']
2391,['Kilkenny (Ireland)']
2898,['Killer whale']
2983,"['Kincaid, Ben (Fictitious character)']"
1891,['Kindergarten']
352,['Kindness']
4066,['Kings and rulers']
563,['Kirgisien - Liebesbeziehung - Geschichte 1943 - Belletristische Darstellung']
2254,"['Kirk, James T. (Fictitious character)']"
4722,['Kissing']
3198,['Kites']
5154,['Kittens']
2575,['Klondike River Valley (Yukon)']
3024,['Knights and knighthood']
3540,['Knitting']
5469,['Knives']
6005,['Knock-knock jokes']
6311,['Knots and splices']
6290,['Knowledge management']
3601,"['Knowledge, Theory of']"
6291,['Kommunikationstraining']
4499,['Konuya yönelik konuşma']
3234,['Korea']
5501,"['Korean Air Lines Incident, 1983.']"
5238,['Korean Americans']
3044,"['Korean War, 1950-1953']"
2245,"['Korean War, 1950-1953.']"
3515,['Korean literature']
3868,['Korn shell (Computer program language)']
314,['Krynn (Imaginary place)']
2511,['Kursk (Submarine)']
4030,['Kuṇḍalinī']
717,['Kwakiutl art']
5639,['LAN']
4208,['LANGUAGE ARTS & DISCIPLINES']
900,['LITERARY COLLECTIONS']
1913,['LITERARY CRITICISM']
1423,['Labor camps']
2326,['Labor leaders']
3058,['Labor']
2125,"['Laidlaw, Jack (Fictitious character)']"
4507,['Lake District (England)']
5608,['Lakota Indians']
4488,['Lamas']
3321,['Lambs']
5022,['Land Use']
5183,['Land grants']
3939,['Landlord and tenant']
4376,['Landscape gardening']
3910,['Landscape photography']
5246,['Landscape protection']
62,['Language Arts & Disciplines']
4167,['Language and culture']
1848,['Language and languages']
5788,['Language and languages.']
2447,['Language arts (Elementary)']
5937,['Language arts (Primary)']
4059,['Laos']
1463,"['Larch, Marian (Fictitious character)']"
4848,['Large Print']
492,['Large print books']
642,['Large type books']
5428,['Largemouth bass fishing']
1816,['Las Vegas (Nev.)']
1617,['Laser weapons']
623,['Latin America']
5305,['Latin Americans']
872,['Latin language']
4750,['Latin literature']
5547,['Laughter']
5926,['Law School Admission Test']
5476,['Law schools']
186,['Law']
890,"['Lawless, Brett (Fictitious character)']"
3777,['Lawyers']
5580,['Laziness']
1115,['Leadership']
3679,['Learning disabilities']
241,['Learning']
2028,['Leatherwork']
5093,['Lebanon']
632,['Left- and right-handedness']
1959,['Leg']
1326,['Legal stories']
2830,['Legends']
479,['Legislators']
6293,['Lehrmittel - Lernpsychologie']
2156,"['Leia, Princess (Fictitious character)']"
6336,"['Leighton, Lexi (Fictitious character)']"
558,['Leistungsgesellschaft - Junger Mann - Narzissmus - Belletristische Darstellung']
6105,['Leisure']
6195,['Leisure.']
5845,['Lesbian artists']
1308,['Lesbian couples']
6030,['Lesbian mothers']
4732,['Lesbianism']
2646,['Lesbianism.']
284,['Lesbians']
4181,['Letter carriers']
5947,['Letter writing recreations']
1405,['Letter writing']
1766,['Letters']
941,['Leukemia']
2616,"['Levinson, Sam']"
4195,['Levitation']
5781,['Lewis and Clark National Historic Trail']
5698,['Liberalism (Religion)']
1916,['Liberation theology']
3645,['Liberty']
3978,['Librarians']
3746,['Libraries']
5507,['Lice']
525,['Life change events']
157,['Life on other planets']
5771,['Life on other planets.']
6171,['Life skills']
490,['Life']
2048,['Lifeguards']
5776,['Light']
1600,['Lighthouses']
1878,['Lightning']
5956,['Lilo & Stitch (Motion picture)']
4961,['Limericks']
5020,"['Lincoln, Abraham, 1809-1865']"
3648,"['Lincoln-Douglas debates, 1858']"
1206,['Linux']
1464,['Lion']
2753,['Lisbon (Portugal)']
4704,['Listening']
2176,['Literacy']
76,['Literary Collections']
5054,['Literary Criticism & Collections']
30,['Literary Criticism']
387,['Literary agents']
873,['Literary recreations']
2434,['Literary recreations.']
4486,['Literatura contemporánea - España - Siglo XX']
2743,['Literatura española - Novela - Siglo XX']
1451,['Literatura española - Novela - Siglo XXI']
1273,['Literatura española - Novelas - Siglo XX']
5137,['Literatura española - Poesía - Siglo XII']
1275,['Literatura española - Poesía - Siglo XX']
689,['Literatura española-']
2824,['Literatura hispanoamericana-']
1966,['Literatura portuguesa - Séc. 20']
5268,['Literature and science']
1201,['Literature']
1932,"['Literature, 1850- - Encyclopaedias']"
2553,"['Literature, Modern']"
4991,"['Literature, Spanish']"
1608,['Litter (Trash)']
4553,"['Little Bighorn, Battle of the, Mont., 1876']"
5051,['Little League baseball']
6231,['Little Tall Island (Imaginary place)']
2906,['Lizards']
4851,['Lobsters']
4443,['Local area networks (Computer networks)']
1681,['Local government']
4508,['Local transit']
4104,['Loch Ness monster']
5692,['Locks and keys']
5291,['Locomotives']
4126,['Logic']
49,['London (England)']
2146,['London - Alleinstehender - Geschichte 1972-1991 - Belletristische Darstellung']
1895,['Loneliness']
2127,['Long Island (N.Y.)']
2195,"['Long Island, Battle of, New York, N.Y., 1776']"
983,['Longevity.']
869,['Lonliness']
4133,"['Lord of the rings, the fellowship of the ring (Motion picture)']"
306,['Los Angeles (Calif.)']
2638,['Loss (Psychology)']
3995,['Lost and found possessions']
5247,['Lost children']
3912,['Lotteries']
741,['Lottery winners']
1051,['Louisiana']
2622,['Love poetry']
5088,"['Love poetry, American']"
4257,"['Love poetry, English']"
2723,"['Love poetry, German']"
3664,['Love poetry.']
485,['Love stories']
780,"['Love stories, American']"
3495,"['Love stories, English.']"
986,['Love']
2606,"['Love, Maternal']"
3076,"['Love, Maternal.']"
2266,['Lovely story']
3739,['Low budget cooking']
775,['Low budget films']
5650,['Low cholestreol diet']
391,['Low-calorie diet']
3452,['Low-carbohydrate diet']
4664,['Low-cholesterol diet']
1758,['Low-fat diet']
1286,['Low-fat diet.']
4838,['Lower Rio Grande Valley (Tex.)']
5646,"['Luciano, Charles']"
4563,['Lucid dreams']
5304,['Luggage']
3676,['Lumber trade']
3807,"['Lupin, Arsène (Fictitious character)']"
3159,['Lust']
2800,['Lyme Regis (Dorset)']
4988,['Lyon']
6383,['MEDICAL']
6178,['ML (Computer program language)']
